Nat,Pokemon,Generation,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,EV Worth,Gender,Egg Group I,Egg Group II,Catch,Evolve
794,Buzzwole,VII,107,139,139,53,53,79,570,Bug,Fighting,Beast Boost,,,"1 Atk, 2 Def",None,-,,45,N
795,Pheromosa,VII,71,137,37,137,37,151,570,Bug,Fighting,Beast Boost,,,3 Spd,None,-,,45,N
796,Xurkitree,VII,83,89,71,173,71,83,570,Electric,,Beast Boost,,,3 SpA,None,-,,45,N
797,Celesteela,VII,97,101,103,107,101,61,570,Steel,Flying,Beast Boost,,,"1 Atk, 1 Def, 1 SpA",None,-,,45,N
798,Kartana,VII,59,181,131,59,31,109,570,Grass,Steel,Beast Boost,,,3 Atk,None,-,,45,N
799,Guzzlord,VII,223,101,53,97,53,43,570,Dragon,Dark,Beast Boost,,,3 HP,None,-,,45,N
800,Necrozma,VII,97,107,101,127,89,79,600,Psychic,,Prisim Armor,,,"1 Atk, 2 SpA",None,-,,255,N
801,Magearna,VII,80,95,115,130,115,65,600,Steel,Fairy,Soul Heart,,,3 SpA,None,-,,3,N
802,Marshadow,VII,90,125,80,90,90,125,600,Fighting,Ghost,Technician,,,2 Atk,None,-,,3,N
803,Poipole,VII,67,73,67,73,67,73,420,Poison,,Beast Boost,,,1 Spd,None,-,,45,
804,Naganadel,VII,73,73,73,127,73,121,540,Poison,Dragon,Beast Boost,,,3 SpA,None,-,,45,"Level Up, Knows Dragon Pulse"
805,Stakataka,VII,61,131,211,53,101,13,570,Rock,Steel,Beast Boost,,,3 Def,None,-,,30,N
806,Blacephalon,VII,53,127,53,151,79,107,570,Fire,Ghost,Beast Boost,,,3 SpA,None,-,,30,N
807,Zerora,VII,88,112,75,102,80,143,600,Electric,,Volt Absorb,,,3 Spd,None,-,,3,N
808,Meltan,VII,46,65,65,55,35,34,300,Steel,,Magnet Pull,,,1 Atk,None,-,,3,
809,Melmetal,VII,135,143,143,80,65,34,600,Steel,,Iron Fist,,,3 Atk,None,-,,3,400 Meltan Candy (GO Only)
810,Grookey,VIII,50,65,50,40,40,65,310,Grass,,Overgrow,,Grassy Surge,1 Atk,M (87.5%),Field,Grass,45,
811,Thwackey,VIII,70,85,70,55,60,80,420,Grass,,Overgrow,,Grassy Surge,2 Atk,M (87.5%),Field,Grass,45,Level 16
812,Rillaboom,VIII,100,125,90,60,70,85,530,Grass,,Overgrow,,Grassy Surge,3 Atk,M (87.5%),Field,Grass,45,Level 35
813,Scorbunny,VIII,50,71,40,40,40,69,310,Fire,,Blaze,,Libero,1 Spd,M (87.5%),Field,Human-like,45,
814,Raboot,VIII,65,86,60,55,60,94,420,Fire,,Blaze,,Libero,2 Spd,M (87.5%),Field,Human-like,45,Level 16
815,Cinderace,VIII,80,116,75,65,75,119,530,Fire,,Blaze,,Libero,3 Spd,M (87.5%),Field,Human-like,45,Level 35
816,Sobble,VIII,50,40,40,70,40,70,310,Water,,Torrent,,Sniper,"1 SpD, 1 Spd",M (87.5%),Water 1,Field,45,
817,Drizzile,VIII,65,60,55,95,55,90,420,Water,,Torrent,,Sniper,2 SpA,M (87.5%),Water 1,Field,45,Level 16
818,Inteleon,VIII,70,85,65,125,65,120,530,Water,,Torrent,,Sniper,3 Spd,M (87.5%),Water 1,Field,45,Level 35
819,Skwovet,VIII,70,55,55,35,35,25,275,Normal,,Cheek Pouch,,Gluttony,1 HP,Neutral,Field,,255,
820,Greedent,VIII,120,95,95,55,75,20,460,Normal,,Cheek Pouch,,Gluttony,2 HP,Neutral,Field,,90,Level 24
821,Rookidee,VIII,38,47,35,33,35,57,245,Flying,,Keen Eye,Unnerve,Big Pecks,1 Spd,Neutral,Flying,,255,
822,Corvisquire,VIII,68,67,55,43,55,77,365,Flying,,Keen Eye,Unnerve,Big Pecks,2 Spd,Neutral,Flying,,120,Level 18
823,Corviknight,VIII,98,87,105,53,85,67,495,Flying,Steel,Pressure,Unnerve,Mirror Armor,3 Def,Neutral,Flying,,45,Level 38
824,Blipibug,VIII,25,20,20,25,45,45,180,Bug,,Swarm,Compound Eyes,Telepathy,1 SpD,Neutral,Bug,,255,
825,Dottler,VIII,50,35,80,50,90,30,335,Bug,,Swarm,Compound Eyes,Telepathy,2 SpD,Neutral,Bug,,120,Level 10
826,Orbeetle,VIII,60,45,110,80,120,90,505,Bug,Psychic,Swarm,Frisk,Telepathy,3 SpD,Neutral,Bug,,45,Level 30
827,Nickit,VIII,40,28,28,47,52,50,245,Dark,,Run Away,Unburden,Stakeout,1 SpD,Neutral,Field,,255,
828,Theivul,VIII,70,58,58,87,92,90,455,Dark,,Run Away,Unburden,Stakeout,2 SpD,Neutral,Field,,127,Level 18
829,Gossifleur,VIII,40,40,60,40,60,10,250,Grass,,Cotton Down,Regenerator,Effect Spore,1 SpD,Neutral,Grass,,190,
830,Eldegoss,VIII,60,50,90,80,120,60,460,Grass,,Cotton Down,Regenerator,Effect Spore,2 SpD,Neutral,Grass,,75,Level 20
831,Wooloo,VIII,42,40,55,40,45,48,270,Normal,,Fluffy,Run Away,Bulletproof,1 Def,Neutral,Field,,255,
832,Dubwool,VIII,72,80,100,60,90,88,490,Normal,,Fluffy,Steadfast,Bulletproof,2 Def,Neutral,Field,,127,Level 24
833,Chewtle,VIII,50,64,50,38,38,44,284,Water,,Strong Jaw,Shell Armor,Swift Swim,1 Atk,Neutral,Monster,Water 1,255,
834,Drednaw,VIII,90,115,90,48,68,74,485,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,2 Atk,Neutral,Monster,Water 1,75,Level 22
835,Yamper,VIII,59,45,50,40,50,26,270,Electric,,Ball Fetch,,Rattled,1 HP,Neutral,Field,,255,
836,Boltund,VIII,69,90,60,90,60,121,490,Electric,,Strong Jaw,,Competitive,2 Spd,Neutral,Field,,45,Level 25
837,Rolycoly,VIII,30,40,50,40,50,30,240,Rock,,Steam Engine,Heatproof,Flash Fire,1 Def,Neutral,Mineral,,255,
838,Carkol,VIII,80,60,90,60,70,50,410,Rock,Fire,Steam Engine,Flame Body,Flash Fire,2 Def,Neutral,Mineral,,120,Level 18
839,Coalossal,VIII,110,80,120,80,90,30,510,Rock,Fire,Steam Engine,Flame Body,Flash Fire,3 Def,Neutral,Mineral,,45,Level 34
840,Applin,VIII,40,40,80,40,40,20,260,Grass,Dragon,Ripen,Gluttony,Bulletproof,1 Def,Neutral,Grass,Dragon,255,
841,Flapple,VIII,70,110,80,95,60,70,485,Grass,Dragon,Ripen,Gluttony,Hustle,2 Atk,Neutral,Grass,Dragon,45,Tart Apple
842,Applerun,VIII,110,85,80,100,80,30,485,Grass,Dragon,Ripen,Gluttony,Thick Fat,2 HP,Neutral,Grass,Dragon,45,Sweet Apple
843,Silicobra,VIII,52,57,75,35,50,46,315,Ground,,Sand Spit,Shed Skin,Sand Veil,1 Def,Neutral,Field,Dragon,255,
844,Sandaconda,VIII,72,107,125,65,70,71,510,Ground,,Sand Spit,Shed Skin,Sand Veil,2 Def,Neutral,Field,Dragon,120,Level 36
845,Cramorant,VIII,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,,,2 SpD,Neutral,Water 1,Flying,45,N
846,Arrokuda,VIII,41,63,40,40,30,66,280,Water,,Swift Swim,,Propeller Tail,1 Spd,Neutral,Water 2,,255,
847,Barraskewda,VIII,61,123,60,60,50,136,490,Water,,Swift Swim,,Propeller Tail,2 Spd,Neutral,Water 2,,60,Level 26
848,Toxel,VIII,40,38,35,54,35,40,242,Electric,Poison,Rattled,Static,Klutz,1 SpA,Neutral,-,,75,
849,Toxtricity A,VIII,75,98,70,114,70,75,502,Electric,Poison,Punk Rock,Plus,Flame Body,2 SpA,Neutral,Human-like,,45,"Level 30, Hardy, Brave, Adamant, Naughty, Docile, Impish, Lax, Hasty, Jolly, Naive, Rash, Sassy, or Quirky."
850,Sizzlipede,VIII,50,65,45,50,50,45,305,Fire,Bug,Flash Fire,White Smoke,Flame Body,1 Atk,Neutral,Bug,,190,
851,Centiskorch,VIII,100,115,65,90,90,65,525,Fire,Bug,Flash Fire,White Smoke,Flame Body,2 Atk,Neutral,Bug,,75,Level 28
852,Clobbopus,VIII,50,68,60,50,50,32,310,Fighting,,Limber,,Technician,1 Atk,Neutral,Water 1,Human-like,180,
853,Grapploct,VIII,80,118,90,70,80,42,480,Fighting,,Limber,,Technician,2 Atk,Neutral,Water 1,Human-like,45,"Level Up, Knows Taunt"
854,Sinistea,VIII,40,45,45,74,54,50,308,Ghost,,Weak Armor,,Cursed Body,1 SpA,None,Mineral,Amorphous,120,
855,Polteageist,VIII,60,65,65,134,114,70,508,Ghost,,Weak Armor,,Cursed Body,2 SpA,None,Mineral,Amorphous,60,Cracked or Chipped Pot
856,Hatenna,VIII,42,30,45,56,53,39,265,Psychic,,Healer,Anticipation,Magic Bounce,1 SpA,F (100%),Fairy,,235,
857,Hattrem,VIII,57,40,65,86,73,49,370,Psychic,,Healer,Anticipation,Magic Bounce,2 SpA,F (100%),Fairy,,120,Level 32
858,Hatterene,VIII,57,90,95,136,103,29,510,Psychic,Fairy,Healer,Anticipation,Magic Bounce,3 SpA,F (100%),Fairy,,45,Level 42
859,Impidimp,VIII,45,45,30,55,40,50,265,Dark,Fairy,Prankster,Frisk,Pickpocket,1 SpA,M (100%),Fairy,Human-like,255,
860,Morgrem,VIII,65,60,45,75,55,70,370,Dark,Fairy,Prankster,Frisk,Pickpocket,2 SpA,M (100%),Fairy,Human-like,120,Level 32
861,Grimmsnarl,VIII,95,120,65,95,75,60,510,Dark,Fairy,Prankster,Frisk,Pickpocket,3 Atk,M (100%),Fairy,Human-like,45,Level 42
862,Obstagoon,VIII,93,90,101,60,81,95,520,Dark,Normal,Reckless,Guts,Defiant,3 Def,Neutral,Field,,45,"Level 35, Night"
863,Perrserker,VIII,70,110,100,50,60,50,440,Steel,,Battle Armor,Tough Claws,Steely Spirit,2 Atk,Neutral,Field,,90,Level 28
864,Cursola,VIII,60,95,50,145,130,30,510,Ghost,,Weak Armor,,Perish Body,2 SpA,F (75%),Water 1,Water 3,30,Level 38
865,Sirfetch'd,VIII,62,135,95,68,82,65,507,Fighting,,Steadfast,,Scrappy,2 Atk,Neutral,Flying,Field,45,Land 3 Criticals in a battle
866,Mr. Rime,VIII,80,85,75,110,100,70,520,Ice,Fairy,Tangled Feet,Screen Cleaner,Ice Body,3 SpA,Neutral,Human-like,,45,Level 42
867,Runerigus,VIII,58,95,145,50,105,30,483,Ground,Ghost,Wandering Spirit,,,2 Def,Neutral,Mineral,Amorphous,90,"-49 HP w/out Faint, Dusty Bowl"
868,Milcrey,VIII,45,40,40,50,61,34,270,Fairy,,Sweet Veil,,Aroma Veil,1 SpD,F (100%),Fairy,Amorphous,200,
869,Alcremie,VIII,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,2 SpD,F (100%),Fairy,Amorphous,100,"Spin Time, Time of Day, Item Dependant"
870,Falinks,VIII,65,100,100,70,60,75,470,Fighting,,Battle Armor,,Defiant,"2 Atk, 1 SpD",None,Fairy,Mineral,45,N
871,Pinurchin,VIII,48,101,95,91,85,15,435,Electric,,Lightning Rod,,Electric Surge,2 Atk,Neutral,Water 1,Amorphous,75,N
872,Snom,VIII,30,25,35,45,30,20,185,Ice,Bug,Shield Dust,,Ice Scales,1 SpA,Neutral,Bug,,190,
873,Frosmoth,VIII,70,65,60,125,90,65,475,Ice,Bug,Shield Dust,,Ice Scales,2 SpA,Neutral,Bug,,75,"High Friendship, Night"
874,Stonjourner,VIII,100,125,135,20,20,70,470,Rock,,Power Spot,,,2 Def,Neutral,Mineral,,60,N
875,Eiscue,VIII,75,80,110,65,90,50,470,Ice,,Ice Face,,,2 Def,Neutral,Water 1,Field,60,N
876,M Indeedee,VIII,60,65,55,105,95,95,475,Psychic,,Inner Focus,Synchronize,Psychic Surge,2 SpA,M (100%),Fairy,,30,N
877,Morpeko,VIII,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,,,2 Spd,Neutral,Field,Fairy,180,N
878,Cufant,VIII,72,80,49,40,49,40,330,Steel,,Sheer Force,,Heavy Metal,1 Atk,Neutral,Field,Mineral,190,
879,Copperajah,VIII,122,130,69,80,69,30,500,Steel,,Sheer Force,,Heavy Metal,2 Atk,Neutral,Field,Mineral,90,Level 34
880,Dracozolt,VIII,90,100,90,80,70,75,505,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,2 Atk,None,-,,45,N
881,Arctozolt,VIII,90,100,90,90,80,55,505,Electric,Ice,Volt Absorb,Static,Slush Rush,2 Atk,None,-,,45,N
882,Dracovish,VIII,90,90,100,70,80,75,505,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,2 Def,None,-,,45,N
883,Arctovish,VIII,90,90,100,80,90,55,505,Water,Ice,Water Absorb,Ice Body,Slush Rush,2 Def,None,-,,45,N
884,Duraludon,VIII,70,95,115,120,50,85,535,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,2 SpA,Neutral,Mineral,Dragon,45,N
885,Dreepy,VIII,28,60,30,40,30,82,270,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,1 Spd,Neutral,Amorphous,Dragon,45,
886,Drakloak,VIII,68,80,50,60,50,102,410,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,2 Spd,Neutral,Amorphous,Dragon,45,Level 50
887,Dragapult,VIII,88,120,75,100,75,142,600,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,3 Spd,Neutral,Amorphous,Dragon,45,Level 60
888,Zacian (H),VIII,92,120,115,80,115,138,660,Fairy,,Intrepid Sword,,,3 Spd,None,-,,10,N
889,Zamazenta (H),VIII,92,120,115,80,115,138,660,Fighting,,Dauntless Shield,,,3 Spd,None,-,,10,N
890,Eternatus,VIII,140,85,95,145,95,130,690,Poison,Dragon,Pressure,,,3 HP,None,-,,255,N
891,Kubfu,VIII,60,90,60,53,50,72,385,Fighting,,Inner Focus,,,1 Atk,M (87.5%),-,,3,
892,Urshifu SS,VIII,100,130,100,63,60,97,550,Fighting,Dark,Unseen Fist,,,3 Atk,M (87.5%),-,,3,"Level 30, Darkness Scroll"
893,Zarude,VIII,105,120,105,70,95,105,600,Grass,,Leaf Guard,,,3 Atk,None,-,,3,N
894,Regieleki,VIII,80,100,50,100,50,200,580,Electric,,Transistor,,,3 Spd,None,-,,3,N
895,Regidrago,VIII,200,100,50,100,50,80,580,Dragon,,Dragon's Maw,,,3 HP,None,-,,3,N
896,Glastrier,VIII,100,145,130,65,110,30,580,Ice,,Chilling Neigh,,,3 Atk,None,-,,3,N
897,Spectrier,VIII,100,65,60,145,80,130,580,Ghost,,Grim Neigh,,,3 SpA,None,-,,3,N
898,Calyrex,VIII,100,80,80,80,80,80,500,Grass,Psychic,Unnerve,,,3 HP,None,-,,3,N
899,Wyrdeer,VIII,103,105,72,105,75,65,525,Normal,Psychic,Intimidate,Frisk,Sap Sipper,1 Atk,Neutral,Field,,?,Agile Psyshield Bash x20
900,Kleavor,VIII,70,130,95,45,75,85,500,Bug,Rock,Swarm,Sheer Force,Sharpness,2 Atk,Neutral,Bug,,?,Black Augerite
901,Ursaluna,VIII,130,140,105,45,80,50,550,Normal,Ground,Guts,Bulletproof,Unnerve,3 Atk,Neutral,Field,,?,"Peat Block, Full Moon"
902,MBasculegion,VIII,120,112,65,80,75,78,530,Water,Ghost,Rattled,Adaptability,Mold Breaker,2 HP,M (100%),Water 2,,?,"M, Recoil 294 HP w/out Faint"
903,Sneasler,VIII,80,130,60,40,80,120,510,Poison,Fighting,Pressure,,Poison Touch,"1 Atk, 1 Spd",Neutral,Field,,?,Razor Claw during the Day
904,Overqwil,VIII,85,115,95,65,65,85,510,Poison,Dark,Poison Point,Swift Swim,Intimidate,1 Atk,Neutral,Water 2,,?,Strong Barb Barrage x20
905,Enamorus,VIII,74,115,70,135,80,106,580,Fairy,Flying,Healer,,Contrary,3 Spa,F (100%),-,,?,N
906,Sprigatito,IX,40,61,54,45,45,65,310,Grass,,Overgrow,,Protean,1 Spd,M (87.5%),Field,Grass,45,
907,Floragato,IX,61,80,63,60,63,83,410,Grass,,Overgrow,,Protean,2 Spd,M (87.5%),Field,Grass,45,Level 16
908,Meowscarada,IX,76,110,70,81,70,123,530,Grass,Dark,Overgrow,,Protean,3 Spd,M (87.5%),Field,Grass,45,Level 36
909,Fuecoco,IX,67,45,59,63,43,36,313,Fire,,Blaze,,Unaware,1 HP,M (87.5%),Field,,45,
910,Crocalor,IX,81,55,78,90,58,49,411,Fire,,Blaze,,Unaware,2 SpA,M (87.5%),Field,,45,Level 16
911,Skeledirge,IX,104,75,100,100,76,66,521,Fire,Ghost,Blaze,,Unaware,3 SpA,M (87.5%),Field,,45,Level 36
912,Quaxly,IX,55,65,45,50,45,50,310,Water,,Torrent,,Moxie,1 Atk,M (87.5%),Flying,Water 1,45,
913,Quaxwell,IX,70,85,65,65,60,65,410,Water,,Torrent,,Moxie,2 Atk,M (87.5%),Flying,Water 1,45,Level 16
914,Quaquaval,IX,85,120,80,85,75,85,530,Water,Fighting,Torrent,,Moxie,3 Atk,M (87.5%),Flying,Water 1,45,Level 36
915,Lechonk,IX,54,45,40,35,45,35,254,Normal,,Aroma Veil,Gluttony,Thick Fat,1 HP,Neutral,Field,,255,
916,Oinkologne-M,IX,110,100,75,59,80,65,489,Normal,,Lingering Aroma,Gluttony,Thick Fat,2 HP,M (100%),Field,,100,"Level 18, Male"
917,Tarountula,IX,35,41,45,29,40,20,210,Bug,,Insomnia,,Stakeout,1 Def,Neutral,Bug,,255,
918,Spidops,IX,60,79,92,52,86,35,404,Bug,,Insomnia,,Stakeout,2 Def,Neutral,Bug,,120,Level 15
919,Nymble,IX,33,46,40,21,25,45,210,Bug,,Swarm,,Tinted Lens,1 Atk,Neutral,Bug,,190,
920,Lokix,IX,71,102,78,52,55,92,450,Bug,Dark,Swarm,,Tinted Lens,2 Atk,Neutral,Bug,,30,Level 24
921,Pawmi,IX,45,50,20,40,25,60,240,Electric,,Static,Natural Cure,Iron Fist,1 Spd,Neutral,Field,,190,
922,Pawmo,IX,60,75,40,50,40,85,350,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,2 Spd,Neutral,Field,,80,Level 18
923,Pawmot,IX,70,115,70,70,60,105,490,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,3 Atk,Neutral,Field,,45,"Let's Go, 1000 Steps"
924,Tandemaus,IX,50,50,45,40,45,75,305,Normal,,Run Away,Pickup,Own Tempo,1 Spd,None,Field,Fairy,150,
925,Maushold,IX,74,75,70,65,75,111,470,Normal,,Friend Huard,Cheek Pouch,Technician,2 Spd,None,Field,Fairy,75,Level 25
926,Fidough,IX,37,55,70,30,55,65,312,Fairy,,Own Tempo,,Klutz,1 Spd,Neutral,Field,Mineral,190,
927,Dashbun,IX,57,80,115,50,80,95,477,Fairy,,Well-Baked Body,,Aroma Veil,2 Spd,Neutral,Field,Mineral,90,Level 26
928,Smoliv,IX,41,35,45,58,51,30,260,Grass,Normal,Early Bird,,Harvest,1 SpA,Neutral,Grass,,255,
929,Dolliv,IX,52,53,60,78,78,33,354,Grass,Normal,Early Bird,,Harvest,2 SpA,Neutral,Grass,,120,Level 25
390,Arboliva,IX,78,69,90,125,109,39,510,Grass,Normal,Seed Sower,,Harvest,3 SpA,Neutral,Grass,,45,Level 35
931,Squawkabilly,IX,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Sheer Force,1 Atk,Neutral,Flying,,190,N
932,Nacli,IX,55,55,75,35,35,28,283,Rock,,Purifying Salt,Sturdy,Clear Body,1 Def,Neutral,Mineral,,255,
933,Naclstack,IX,60,60,100,35,65,35,355,Rock,,Purifying Salt,Sturdy,Clear Body,2 Def,Neutral,Mineral,,120,Level 24
934,Gargancl,IX,100,100,130,45,90,35,500,Rock,,Purifying Salt,Sturdy,Clear Body,3 Def,Neutral,Mineral,,45,Level 38
935,Charcadet,IX,40,50,40,50,40,35,255,Fire,,Flash Fire,,Flame Body,1 SpA,Neutral,Human-Like,,90,
936,Armarouge,IX,85,60,100,125,80,75,525,Fire,Psychic,Flash Fire,,Flame Body,2 SpA,Neutral,Human-Like,,25,Auspicious Armor
937,Ceruledge,IX,75,125,80,60,100,85,525,Fire,Ghost,Flash Fire,,Flame Body,2 Atk,Neutral,Human-Like,,25,Malicious Armor
938,Tadbulb,IX,61,31,41,59,35,45,272,Electric,,Own Tempo,Static,Damp,1 HP,Neutral,Water 1,,190,
939,Bellibolt,IX,109,64,91,103,83,45,495,Electric,,Electromorphosis,Static,Damp,2 HP,Neutral,Water 1,,50,Thunder Stone
940,Wattrel,IX,40,40,35,55,40,70,280,Flying,Electric,Wind Power,Volt Absorb,Competitive,1 Spd,Neutral,Water 1,Flying,180,
941,Kilowattrel,IX,70,70,60,105,60,125,490,Flying,Electric,Wind Power,Volt Absorb,Competitive,2 Spd,Neutral,Water 1,Flying,90,Level 25
942,Maschiff,IX,60,78,60,40,51,51,340,Dark,,Intimidate,Run Away,Stakeout,1 Atk,Neutral,Field,,150,
943,Mabosstiff,IX,80,120,90,60,70,85,505,Dark,,Intimidate,Guard Dog,Stakeout,2 Atk,Neutral,Field,,75,Level 30
944,Shroodle,IX,40,65,35,40,35,75,290,Poison,Normal,Unburden,Pickpocket,Prankster,1 Spd,Neutral,Field,,190,
945,Grafaiai,IX,63,95,65,80,72,110,485,Poison,Normal,Unburden,Pickpocket,Prankster,2 Spd,Neutral,Field,,90,Level 28
946,Bramblin,IX,40,65,30,45,35,60,275,Grass,Ghost,Wind Rider,,Infiltrator,1 Atk,Neutral,Grass,,190,
947,Brambleghast,IX,55,115,70,80,70,90,480,Grass,Ghost,Wind Rider,,Infiltrator,2 Atk,Neutral,Grass,,45,"Let's Go, 1000 Steps"
948,Toedscool,IX,40,40,35,50,100,70,335,Grass,Ground,Mycelium Might,,,1 SpD,Neutral,Grass,,190,
949,Toedscruel,IX,80,70,65,80,120,100,515,Grass,Ground,Mycelium Might,,,2 SpD,Neutral,Grass,,90,Level 30
950,Klawf,IX,70,100,115,35,35,25,380,Rock,,Anger Shell,Shell Armor,Regenerator,2 Def,Neutral,Water 3,,120,N
951,Capsakid,IX,50,62,40,62,40,50,304,Grass,Fire,Chlorophyll,Insomnia,Klutz,1 Atk,Neutral,Grass,,190,
952,Scovillain,IX,65,108,65,108,65,75,486,Grass,Fire,Chlorophyll,Insomnia,Moody,2 Atk,Neutral,Grass,,75,Fire Stone
953,Rellor,IX,41,50,60,31,58,30,270,Bug,,Compound Eyes,,Shed Skin,1 Def,Neutral,Bug,,190,
954,Rabsca,IX,75,50,85,115,100,45,470,Bug,Psychic,Synchronize,,Telepathy,2 SpA,Neutral,Bug,,45,"Level, Let's Go 1000 Steps"
955,Flittle,IX,30,35,30,55,30,75,255,Psychic,,Anticipation,Frisk,Speed Boost,1 Spd,Neutral,Flying,,120,
956,Espathra,IX,75,60,60,101,60,105,461,Psychic,,Opportunist,Frisk,Speed Boost,2 Spd,Neutral,Flying,,60,Level 35
957,Tinkatink,IX,50,45,45,35,64,58,297,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,1 SpD,F (100%),Fairy,,190,
958,Tinkatuff,IX,65,55,55,45,82,78,380,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,2 SpD,F (100%),Fairy,,90,Level 24
959,Tinkaton,IX,85,75,77,70,105,94,506,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,3 SpD,F (100%),Fairy,,45,Level 38
960,Wiglett,IX,10,55,25,35,25,95,245,Water,,Gooey,Rattled,Sand Veil,1 Spd,Neutral,Water 3,,255,
961,Wugtrio,IX,35,100,50,50,70,120,425,Water,,Gooey,Rattled,Sand Veil,2 Spd,Neutral,Water 3,,50,Level 26
962,Bombirdier,IX,70,103,85,60,85,82,485,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,2 Atk,Neutral,Flying,,25,N
963,Finizen,IX,70,45,40,45,40,75,315,Water,,Water Veil,,,1 Spd,Neutral,Field,Water 2,200,
964,Palafin,IX,100,70,72,53,62,100,457,Water,,Zero to Hero,,,2 HP,Neutral,Field,Water 2,45,"Level 38, Multiplayer"
965,Varoom,IX,45,70,63,30,45,47,300,Poison,Steel,Overcoat,,Slow Start,1 Atk,Neutral,Mineral,,190,
966,Revaroom,IX,80,119,90,54,67,90,500,Poison,Steel,Overcoat,,Filter,2 Atk,Neutral,Mineral,,75,Level 40
967,Cyclizar,IX,70,95,65,85,65,121,501,Dragon,Normal,Shed Skin,,Regenerator,2 Spd,Neutral,Field,,190,N
968,Orthworm,IX,70,85,145,60,55,65,480,Steel,,Earth Eater,,Sand Veil,2 Def,Neutral,Field,,25,N
969,Glimmet,IX,48,35,42,105,60,60,350,Poison,Rock,Toxic Debris,,Corrosion,1 SpA,Neutral,Mineral,,70,
970,Glimmora,IX,83,55,90,130,81,86,525,Poison,Rock,Toxic Debris,,Corrosion,2 SpA,Neutral,Mineral,,25,Level 35
971,Greavard,IX,50,61,60,30,55,34,290,Ghost,,Pickup,,Fluffy,1 Atk,Neutral,Field,,120,
972,Houndstone,IX,72,101,100,50,97,68,488,Ghost,,Sand Rush,,Fluffy,2 Atk,Neutral,Field,,60,"Level 30, Night"
973,Flamigo,IX,82,115,74,75,64,90,500,Flying,Fighting,Scrappy,Tangled Feet,Costar,2 Atk,Neutral,Flying,,100,N
974,Cetoddle,IX,108,68,45,30,40,43,334,Ice,,Thick Fat,Snow Cloak,Sheer Force,1 HP,Neutral,Field,,150,
975,Cetitan,IX,170,113,65,45,55,73,521,Ice,,Thick Fat,Slush Rush,Sheer Force,2 HP,Neutral,Field,,50,Ice Stone
976,Veluza,IX,90,102,73,78,65,70,478,Water,Psychic,Mold Breaker,,Sharpness,2 Atk,Neutral,Water 2,,100,N
977,Dondozo,IX,150,100,115,65,65,35,530,Water,,Unaware,Oblivious,Water Veil,3 HP,Neutral,Water 2,,25,N
978,Tatsugiri,IX,68,50,60,120,95,82,475,Dragon,Water,Commander,,Storm Drain,2 SpA,Neutral,Water 2,,100,N
979,Annihilape,IX,110,115,80,50,90,90,535,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,3 Atk,Neutral,Field,,45,Use Rage Fist 20 times
980,Clodsire,IX,130,75,60,45,100,20,430,Poison,Ground,Poison Point,Water Absorb,Unaware,2 HP,Neutral,Water 1,Field,90,Level 20
981,Farigaraf,IX,120,90,70,110,70,60,520,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,3 HP,Neutral,Field,,45,"Level, knows Twin Beam"
982,Dudunsparce,IX,125,100,80,85,75,55,520,Normal,,Serene Grace,Run Away,Rattled,2 HP,Neutral,Field,,45,"Level, knows Hyper Drill"
983,Kingambit,IX,100,135,120,60,85,50,550,Dark,Steel,Defiant,Supreme Overlord,Pressure,3 Atk,Neutral,Human-Like,,25,"Level, Defeat 3 Bisharp packs"
984,Great Tusk,IX,115,131,131,53,53,87,570,Ground,Fighting,Protosynthesis,,,3 Atk,None,-,,30,N
985,Scream Tail,IX,115,65,99,65,115,111,570,Fairy,Psychic,Protosynthesis,,,3 HP,None,-,,50,N
986,Brute Bonnet,IX,111,127,99,79,99,55,570,Grass,Dark,Protosynthesis,,,3 Atk,None,-,,50,N
987,Flutter Mane,IX,55,55,55,135,135,135,570,Ghost,Fairy,Protosynthesis,,,"1 SpA, 1 SpD, 1 Spd",None,-,,30,N
988,Slither Wing,IX,85,135,79,85,105,81,570,Bug,Fighting,Protosynthesis,,,3 Atk,None,-,,30,N
989,Sandy Shocks,IX,85,81,97,121,85,101,570,Electric,Ground,Protosynthesis,,,3 SpA,None,-,,30,N
